Time [s],Current [A],Power [W],Voltage [V],Capacity [Ah],Energy [Wh]
3196.1147618933337,2.345005832222259,8.749998850184626,3.7315638361254235,1.9859013808117942,7.768334478831718
3197.1147618933337,2.3450863627902283,8.75000199395043,3.7323628663784993,1.986552793690347,7.770765034941149
3198.1147618933337,2.3451689692539137,8.749996694755923,3.7324617175284063,1.9872042295151398,7.77319558957858
3199.1147618933337,2.3452488782913274,8.750002329320548,3.7313564034715627,1.9878556875368876,7.775626145781169
3200.1147618933337,2.3453299307717534,8.750003269996874,3.7278457426067377,1.9885071680732131,7.778056702245058
3201.1147618933337,2.345412639003207,8.749997326844507,3.731596021689859,1.9891586715840472,7.780487257058071
3202.1147618933337,2.3454937672825027,8.749997895663613,3.730381567233789,1.9898101976305147,7.782917812029088
3203.1147618933337,2.3455746712394134,8.749999312654293,3.729299291648508,1.9904617461503034,7.7853483673937145
3204.1147618933337,2.3456558264238843,8.749999570498954,3.7299096313233826,1.9911133172131992,7.787778922829964
3205.1147618933337,2.3457369351139015,8.75000009930126,3.7311923086419587,1.9917649108062863,7.790209478413104
3206.1147618933337,2.345818253174818,8.749999636592314,3.729797589025295,1.9924165269877236,7.792640033867713
3207.1147618933337,2.345899250310332,8.750000530214342,3.728303844290159,1.9930681656683653,7.79507058957055
3208.1147618933337,2.3459807870072433,8.749999115219511,3.7302677944974514,1.9937198269980898,7.797501144880332
3209.1147618933337,2.3460614010299805,8.75000148814615,3.728718442805761,1.9943715107205982,7.799931700849261
3210.1147618933337,2.346143542790805,8.74999753616517,3.7316305470497957,1.9950232172602622,7.802362255720418
3211.1147618933337,2.3462247805187166,8.74999731449584,3.729471055944901,1.995674946365962,7.80479281053
3212.1147618933337,2.3463048003957603,8.750001921996851,3.728374639118827,1.9963266976994052,7.807223366619443
3213.1147618933337,2.346386049066592,8.750001595344452,3.729423866556245,1.9969784716019237,7.80965392261815
3214.1147618933337,2.3464674748432133,8.750000478413156,3.7301919636713787,1.9976302681227134,7.8120844783065975
3215.1147618933337,2.3465486028729177,8.75000045209791,3.729531046567114,1.998282087179067,7.814515033987736
3216.1147618933337,2.3466299275109685,8.749999711319353,3.7281307401825514,1.9989339288255976,7.816945589463103
3217.1147618933337,2.346710797656192,8.750000704529517,3.7279500450142784,1.9995857929360576,7.8193761452143615
3218.1147618933337,2.3467923639107973,8.749998898685995,3.7281517114880844,2.0002376797038104,7.821806700463997
3219.1147618933337,2.3468727327220313,8.750001909041186,3.728042817804855,2.0008895887962335,7.824237256549841
3220.1147618933337,2.3469550803625663,8.749996825141672,3.727442669013885,2.0015415207630007,7.8266678112234915
3221.1147618933337,2.3470362580663084,8.74999652613123,3.7297910973253297,2.0021934752791304,7.829098365814083
3222.1147618933337,2.3471158821249287,8.750002476929636,3.728136670356294,2.002845451913054,7.831528922057675
3223.1147618933337,2.3471970819031456,8.750002055324556,3.728125268485916,2.0034974511024712,7.833959478184154
3224.1147618933337,2.3472785119651176,8.750000633844314,3.7277654713514528,2.0041494729113505,7.8363900339157775
3225.1147618933337,2.3473595881538687,8.750000546700477,3.728378139743051,2.0048015172413933,7.838820589623194
3226.1147618933337,2.3474408758435747,8.749999687633009,3.7284269792418163,2.00545358415135,7.841251145091981
3227.1147618933337,2.3475216563403523,8.750000794719265,3.726458520666017,2.0061056735003335,7.8436817008682915
3228.1147618933337,2.3476032145066443,8.749998764101282,3.726058443566306,2.006757785504363,7.846112256080542
3229.1147618933337,2.3476834379627785,8.750002140836848,3.7280090950701075,2.0074099197926856,7.848542812230775
3230.1147618933337,2.347765875158717,8.74999643402047,3.729049867333357,2.00806207698023,7.850973366795781
3231.1147618933337,2.3478454424020683,8.750002525677443,3.7275086302616924,2.008714256269786,7.853403923052913
3232.1147618933337,2.3479262330575943,8.750003565487518,3.7268728974283802,2.0093664580011907,7.855834479598883
3233.1147618933337,2.348008828087952,8.749997057662705,3.7260972981168208,2.0100186826756596,7.858265034337122
3234.1147618933337,2.3480897189884766,8.749997671172405,3.726719911445901,2.010670929819823,7.860695589245781
3235.1147618933337,2.34817036907006,8.749999238845438,3.726879268537708,2.011323199366787,7.863126144589905
3236.1147618933337,2.348251306738352,8.749999512795842,3.7261779115671514,2.0119754913964365,7.865556700010125
3237.1147618933337,2.348332188602354,8.750000120964204,3.7251253838522715,2.0126278058932705,7.867987255599282
3238.1147618933337,2.3484133260526114,8.749999563594605,3.725324357410945,2.013280142928285,7.870417811033613
3239.1147618933337,2.348494086362068,8.750000634188439,3.7265698631167314,2.0139325023967194,7.872848366765332
3240.1147618933337,2.3485755004197957,8.749998924637048,3.725307690116109,2.014584884480169,7.875278922022175
3241.1147618933337,2.348655815504143,8.75000180004117,3.7258680511495794,2.0152372888733647,7.877709478077743
3242.1147618933337,2.3487379744011205,8.749996996317142,3.7245300427492216,2.015889716088476,7.880140032798942
3243.1147618933337,2.348819052178021,8.749996721619112,3.7249068194413057,2.0165421658251925,7.882570587443837
3244.1147618933337,2.3488986764016144,8.750002337993829,3.724904313664232,2.0171946376797485,7.885001143648835
3245.1147618933337,2.3489797782861683,8.750001951993841,3.7243132532907604,2.0178471320626055,7.887431699746611
3246.1147618933337,2.3490611015410616,8.750000610405058,3.7240030156756214,2.018499649035256,7.889862255471724
3247.1147618933337,2.349142101441641,8.750000506606249,3.7258099792087527,2.0191521885078787,7.892292811168003
3248.1147618933337,2.3492232930660957,8.74999972032044,3.7240675556590337,2.01980475053373,7.89472336664587
3249.1147618933337,2.3493040283266344,8.750000723541358,3.7257888285547995,2.020457334986043,7.89715392240241
3250.1147618933337,2.3493854707964834,8.749998871404195,3.724284855351047,2.021109942061264,7.899584477644466
3251.1147618933337,2.349465706647424,8.750001955552062,3.722883974332315,2.021762571424222,7.902015033743231
3252.1147618933337,2.3495479554599976,8.749996733073532,3.724642981101698,2.0224152236340722,7.904445588391307
3253.1147618933337,2.349627597670057,8.750002324931476,3.7218470862424358,2.0230678979667585,7.906876144592676
3254.1147618933337,2.3497083556514005,8.750003288225878,3.7228872066682537,2.023720594732217,7.909306701061628
3255.1147618933337,2.349790770292376,8.749997276914478,3.7226559661177774,2.0243733143906315,7.911737255860771
3256.1147618933337,2.349871629388664,8.749997837695371,3.7221763493468667,2.025026056509906,7.9141678108156865
3257.1147618933337,2.3499522693786807,8.749999287314191,3.7229402640227027,2.025678821029178,7.9165983661732735
3258.1147618933337,2.35003317268725,8.74999955258566,3.7230991556388124,2.026331608021591,7.919028921604547
3259.1147618933337,2.3501140366927995,8.750000097967558,3.7219908932186545,2.026984417476228,7.921459477187316
3260.1147618933337,2.350195125691776,8.749999614104002,3.7215769221104247,2.0276372494555868,7.923890032635678
3261.1147618933337,2.3502758935123165,8.750000551574006,3.7238414157958744,2.028290103870451,7.926320588344449
3262.1147618933337,2.3503572300208093,8.749999058411476,3.7227103703682767,2.0289429808787904,7.928751143638452
3263.1147618933337,2.35043761817683,8.750001572871765,3.72400702909076,2.029595880217173,7.931181699630917
3264.1147618933337,2.350519609283989,8.749997368093291,3.7217336132012973,2.030248802330863,7.9336122544553875
3265.1147618933337,2.350600668253731,8.749997120068425,3.7218887801265015,2.030901746960933,7.936042809210962
3266.1147618933337,2.350680457519008,8.750002062109765,3.7211005144445264,2.0315547137546885,7.938473365339325
3267.1147618933337,2.350761540682971,8.75000173122674,3.7218812105894403,2.032207703071545,7.940903921375777
3268.1147618933337,2.3508428229726994,8.750000546403516,3.723878271500118,2.032860714966815,7.943334477083111
3269.1147618933337,2.3509238261574374,8.750000442971135,3.720588707194247,2.03351374936297,7.945765032761714
3270.1147618933337,2.351004998128084,8.749999758093333,3.7218432239655947,2.0341668063068945,7.948195588250074
