Time [s],Current [A],Power [W],Voltage [V],Capacity [Ah],Energy [Wh]
0.0,-8.337774914934926e-13,-3.1273913690555268e-12,3.751633508714657,-0.0,-0.0
1.0,-0.6879152852847166,-2.5946870249498883,3.7717020639728145,-0.0001910875792457546,-0.0007207463958194135
2.0,-0.6815984905509389,-2.5710813015787335,3.7726410500924947,-0.0003804204932876821,-0.0014349356462579506
3.0,-0.00018005350513649877,-0.000675532331815528,3.7519844976025594,-0.00038047050815022,-0.0014351232941278993
4.0,2.7842319995954403e-49,1.0445810861685844e-48,3.7519936738856496,-0.00038047050815022,-0.0014351232941278993
5.0,1.0874171651514473e-49,4.079686396400933e-49,3.752173865750954,-0.00038047050815022,-0.0014351232941278993
6.0,-1.2519027228909396e-49,-4.696731076997355e-49,3.750998821911665,-0.00038047050815022,-0.0014351232941278993
7.0,2.5223377876936372e-50,9.462883236334002e-50,3.7518460498779342,-0.00038047050815022,-0.0014351232941278993
8.0,-2.6212543350873026e-50,-9.83388326175933e-50,3.7500894794306943,-0.00038047050815022,-0.0014351232941278993
9.0,-2.634590083194361e-05,-9.883827104844537e-05,3.752094481753971,-0.0003804778264560066,-0.0014351507492031904
10.0,-0.17689461390410405,-0.6645897084249537,3.755493184459899,-0.00042961521920714663,-0.0016197590015434554
11.0,-0.09386529238977127,-0.352419436965027,3.7539503661804288,-0.00045568891153763866,-0.0017176532895892963
12.0,-0.002780202041119337,-0.010430615518978956,3.751178545302063,-0.00045646118988239406,-0.0017205506827890128
13.0,0.08848438713235052,0.33171904850887757,3.7481364842304425,-0.0004318821934567411,-0.0016284065026476579
14.0,0.1797465556108321,0.6733303408046991,3.745302618851308,-0.0003819525946759544,-0.0014413702968685748
15.0,2.8858947062070816e-05,0.00010826075522237855,3.7517680334743173,-0.00038194457830177046,-0.0014413402244365684
16.0,0.3443288823575471,1.2880615139767995,3.740273750940579,-0.00028629766653578514,-0.001083545359443013
17.0,7.652094095331606e-05,0.0002870374509362419,3.7519811191253503,-0.0002862764107188537,-0.001083465626817753
18.0,1.286069119063609e-49,4.824177645954511e-49,3.752077664467038,-0.0002862764107188537,-0.001083465626817753
19.0,-3.912283587088943e-49,-1.4675384640524306e-48,3.7503430419562993,-0.0002862764107188537,-0.001083465626817753
20.0,-3.453482834737206e-49,-1.2954376427859665e-48,3.751303195811864,-0.0002862764107188537,-0.001083465626817753
21.0,-4.061676413548416e-49,-1.5235772821762637e-48,3.7507038347818837,-0.0002862764107188537,-0.001083465626817753
22.0,-5.206054446020174e-49,-1.9528449436890966e-48,3.7530761018550214,-0.0002862764107188537,-0.001083465626817753
23.0,-1.4983889258237943e-49,-5.620610048579199e-49,3.752669785628075,-0.0002862764107188537,-0.001083465626817753
24.0,7.207447257834795e-50,2.70358592350923e-49,3.7510863168169157,-0.0002862764107188537,-0.001083465626817753
25.0,2.977784563274754e-50,1.116996326640213e-49,3.7517313752714707,-0.0002862764107188537,-0.001083465626817753
26.0,3.5985856779101357e-50,1.3498641295540504e-49,3.7498960538042376,-0.0002862764107188537,-0.001083465626817753
27.0,4.510653031588529e-50,1.6919882693054766e-49,3.7508318696881284,-0.0002862764107188537,-0.001083465626817753
28.0,-2.4822813813601695e-50,-9.311263902281488e-50,3.7513780995897616,-0.0002862764107188537,-0.001083465626817753
29.0,-3.4800107875363354e-50,-1.30538285631024e-49,3.7507530985953066,-0.0002862764107188537,-0.001083465626817753
30.0,-3.224264120344799e-05,-0.00012094494465452824,3.7500899757306914,-0.0002862853670080768,-0.0010834992226357125
31.0,-0.09217618339938684,-0.34602243204874455,3.753600044483607,-0.0003118898623967954,-0.001179616564871475
32.0,-3.0815503514862285e-06,-1.1559348832933222e-05,3.7512438770008707,-0.0003118907183830042,-0.0011796197758017063
33.0,-8.958430149526405e-06,-3.360432588793242e-05,3.751745729122397,-0.00031189320683582347,-0.001179629110336675
34.0,-0.0929423197936926,-0.3489052484563535,3.752428943309546,-0.0003377105178896269,-0.0012765472349078844
35.0,-0.2988280516671268,-1.1237091856197996,3.7584276692430247,-0.0004207183100193844,-0.0015886886753578287
36.0,-0.5041639491103953,-1.899107501812993,3.7644655293003453,-0.0005607638514389387,-0.002116218536972549
37.0,-0.8919056051580674,-3.370288802082753,3.77729783020345,-0.0008085154084272908,-0.0030524098708844248
38.0,-0.8919811700654966,-3.3711269240870427,3.778004626732075,-0.0010562879556677066,-0.003988834016464159
39.0,-0.8918454021301199,-3.371126922087599,3.7825993968650216,-0.0013040227895927399,-0.004925258161488492
40.0,-0.8917162087805462,-3.3711269202100755,3.7783038340350066,-0.0015517217364762249,-0.0058616823059912905
41.0,-0.8907031414142647,-3.3677364720025293,3.7806787125520085,-0.001799139275757965,-0.006797164659325327
42.0,-0.8720561478662154,-3.297184413183529,3.78095846431334,-0.0020413770946096916,-0.007713049218542973
43.0,-0.8913096037359727,-3.37089150525217,3.7823169418221516,-0.002288963095647462,-0.00864940797000191
44.0,-0.8912666070035064,-3.3711269257816743,3.7816656480081274,-0.002536537153148436,-0.009585832116052375
45.0,-0.8911669179344307,-3.3711269278632856,3.782336703627345,-0.0027840835192413337,-0.010522256262681065
46.0,-0.8910709986693544,-3.371126927241777,3.7812185527164766,-0.003031603241093932,-0.011458680409137114
47.0,-0.8909779603002127,-3.3711269214374786,3.7846722128796,-0.003279097118955102,-0.012395104553980858
48.0,-0.8908880996481763,-3.3711269215234645,3.785548419486279,-0.00352656603552404,-0.013331528698848486
49.0,-0.8898999563041605,-3.3676920254738176,3.7852830563236464,-0.0037737604678307513,-0.014266998705924547
50.0,-0.8778399144879367,-3.3220519104076747,3.783507479221848,-0.004017604888521845,-0.015189790903260012
51.0,-0.8648841012506986,-3.2729768771161414,3.784176732624654,-0.004257850472202594,-0.016098951146903386
52.0,-0.8515572608622854,-3.2224721424135994,3.7815764171978627,-0.004494394155775451,-0.01699408229757383
53.0,-0.8316425437002268,-3.1468641646798217,3.7829701617029627,-0.0047254059734699585,-0.017868211232207113
54.0,-0.8186768011496353,-3.0977107594056053,3.7843571056611216,-0.004952816196011524,-0.018728686443153113
55.0,-0.7898509104827667,-2.9881614777099355,3.781412124489426,-0.005172219226701182,-0.019558731298072538
56.0,-0.7609085105280411,-2.878176822498512,3.7827028514478718,-0.005383582701847859,-0.020358224859877684
57.0,-0.7317083965350315,-2.767230524259815,3.783866025034414,-0.005586835034218701,-0.02112690000550541
58.0,-0.00018038901112922554,-0.0006781831377649606,3.759112400450851,-0.005586885142277348,-0.021127088389710346
59.0,-3.1736207001860746e-45,-1.1930253661301645e-44,3.7587959415441388,-0.005586885142277348,-0.021127088389710346
60.0,6.391615618212136e-46,2.4025223210641474e-45,3.7585778263685232,-0.005586885142277348,-0.021127088389710346
61.0,4.5724597114404835e-46,1.7185884264071676e-45,3.7578621212539303,-0.005586885142277348,-0.021127088389710346
62.0,-8.16301739936099e-47,-3.067897109070446e-46,3.757960876086341,-0.005586885142277348,-0.021127088389710346
63.0,-5.676135648168967e-50,-2.133110819910568e-49,3.757256882988172,-0.005586885142277348,-0.021127088389710346
64.0,8.053746988693667e-50,3.0264355131669278e-49,3.756307760955444,-0.005586885142277348,-0.021127088389710346
65.0,-3.81710269210724e-50,-1.434306776280883e-49,3.7593334486197847,-0.005586885142277348,-0.021127088389710346
66.0,9.385145006481058e-51,3.5263523996645065e-50,3.7577072236227895,-0.005586885142277348,-0.021127088389710346
67.0,4.813925885178561e-50,1.808681864313036e-49,3.7568791765729275,-0.005586885142277348,-0.021127088389710346
68.0,-7.815620569538053e-51,-2.9363356099960747e-50,3.757237267899687,-0.005586885142277348,-0.021127088389710346
69.0,-2.447044300704414e-50,-9.19315820910988e-50,3.75664117525105,-0.005586885142277348,-0.021127088389710346
70.0,1.5732140982544246e-50,5.910068690898954e-50,3.7579409069752283,-0.005586885142277348,-0.021127088389710346
71.0,-1.2003297010935989e-50,-4.509081286587517e-50,3.7562105469303493,-0.005586885142277348,-0.021127088389710346
72.0,-5.074723972213977e-50,-1.9062667896559485e-49,3.757403008551695,-0.005586885142277348,-0.021127088389710346
73.0,1.779692974967922e-50,6.684992777163494e-50,3.7560882591188944,-0.005586885142277348,-0.021127088389710346
74.0,6.180774237079208e-50,2.321582509584718e-49,3.757598589198119,-0.005586885142277348,-0.021127088389710346
75.0,-4.911442648873761e-50,-1.844745378139813e-49,3.755632992729625,-0.005586885142277348,-0.021127088389710346
76.0,-7.25081180830994e-50,-2.723333125240088e-49,3.753578969188173,-0.005586885142277348,-0.021127088389710346
77.0,9.914209106586669e-50,3.723570761404776e-49,3.755354493844411,-0.005586885142277348,-0.021127088389710346
78.0,7.164143037519425e-50,2.6906286539375613e-49,3.754149328427068,-0.005586885142277348,-0.021127088389710346
79.0,-1.717370187344041e-49,-6.449736151695788e-49,3.753332730383858,-0.005586885142277348,-0.021127088389710346
80.0,-4.417393225209046e-50,-1.6589492712873463e-49,3.7550450063494387,-0.005586885142277348,-0.021127088389710346
81.0,2.547630452003729e-49,9.567378616585665e-49,3.75503889309184,-0.005586885142277348,-0.021127088389710346
82.0,-2.1876849496220864e-49,-8.215447643422013e-49,3.7553056591172504,-0.005586885142277348,-0.021127088389710346
83.0,-3.9860103565390464e-49,-1.4968394220164044e-48,3.7562016528096316,-0.005586885142277348,-0.021127088389710346
84.0,3.8612036865211044e-49,1.4499406534481234e-48,3.7549031701736024,-0.005586885142277348,-0.021127088389710346
85.0,0.0002771801462344874,0.0010408298672013178,3.7552804364702235,-0.005586808147792282,-0.021126799270302785
86.0,1.0120989866268806,3.769515272620059,3.7235420122934553,-0.005305669540395927,-0.020079711694574995
87.0,1.0589296013804124,3.9416884638396517,3.7224086566158463,-0.005011522428901367,-0.018984798232397314
88.0,1.10407841562398,4.1074900981014055,3.7217991852815087,-0.004704833980116928,-0.017843828760702476
89.0,1.1416715410088227,4.245283386851118,3.7178986997782837,-0.004387702996503366,-0.016664583375466054
90.0,1.1714528523305707,4.354191869727843,3.7175810205663455,-0.004062299426411541,-0.015455085633874988
91.0,1.225851628333342,4.553650293478284,3.715202473764687,-0.003721785085207835,-0.014190182774575464
92.0,1.2802043486922003,4.7527091940302295,3.7120594172367998,-0.0033661727661266684,-0.012869985776233732
93.0,1.3266127926327032,4.9223578566735755,3.7105602597786795,-0.0029976692126175842,-0.01150266414937996
94.0,1.3726741411928722,5.090563778667299,3.7075949257335252,-0.0026163708400640086,-0.01008861865530571
95.0,1.41878050028747,5.258767581220491,3.7073597584071267,-0.002222265145539711,-0.008627849882744463
96.0,1.4649325953938357,5.426971735008863,3.70342914708653,-0.0018153394245969791,-0.0071203577341308905
97.0,1.5110670075576165,5.594944301096522,3.700886700905534,-0.001395598589164308,-0.005566206539381857
98.0,1.5438073748292886,5.713735940266673,3.7005688567251496,-0.0009667632072672832,-0.003979057667085558
99.0,1.5761047040911667,5.830822931490384,3.7004778749005647,-0.0005289563450197369,-0.0023593846305604515
100.0,1.5930408028193548,5.891668654065721,3.7000755972160015,-8.644501090324947e-05,-0.0007228100044310846
101.0,1.5938317799574504,5.893490993767591,3.6972993751857173,0.0003562860390849312,0.000914270827171024
102.0,0.0006923210022384352,0.0025913793151977364,3.744134642860969,0.00035647835047444186,0.0009149906547585789
103.0,-1.4086415757815138e-58,-5.2733033719628716e-58,3.742970346458421,0.00035647835047444186,0.0009149906547585789
104.0,8.536600501812954e-59,3.196080477253965e-58,3.7433810735242865,0.00035647835047444186,0.0009149906547585789
105.0,3.1271169124458318e-59,1.1709068742208888e-58,3.7436976185426274,0.00035647835047444186,0.0009149906547585789
106.0,-6.774244949172244e-60,-2.5367648885738243e-59,3.7455774518922555,0.00035647835047444186,0.0009149906547585789
107.0,4.925186175991251e-05,0.000184450124044802,3.744115050805486,0.00035649203154715294,0.0009150418909041469
108.0,1.1199396636555017,4.1573845759991075,3.714162127698767,0.00066758638256257,0.002069870939792788
109.0,1.1435023174732653,4.24350021373317,3.7105741652617694,0.0009852259151940327,0.003248620999163113
110.0,1.166286272806263,4.326721384446217,3.710614052379135,0.0013091943243068835,0.004450488050398173
111.0,1.1880611935707353,4.406193995212256,3.709504285982139,0.0016392113225209767,0.005674430826846022
112.0,0.00014923507014732594,0.0005586228238074646,3.7424714211231747,0.0016392527767071288,0.005674585999852635
113.0,1.219618737480732,4.522011267155626,3.708230101560902,0.001978035759340666,0.006930700240729198
114.0,1.2538594727786059,4.647127809923226,3.705641852346153,0.0023263300573347226,0.008221569076818983
115.0,1.2848629890252263,4.760278918667121,3.704545147943595,0.0026832364431750634,0.009543868776448737
116.0,1.3158861900370777,4.873427045874428,3.704329373075695,0.0030487603848520298,0.010897598511413857
117.0,1.3469289131821618,4.986569815035955,3.7027704156807477,0.0034229073051804076,0.01228275679336829
118.0,1.378088590558053,5.100064832011303,3.7028077172432017,0.0038057096914465333,0.013699441468926985
119.0,1.4375085719318206,5.316929940409637,3.699352428674571,0.004205017628094262,0.015176366452374107
120.0,1.4970877084584653,5.534114361741775,3.69684443370717,0.0046208753248882795,0.01671362044174682
121.0,1.5576568053109605,5.754656730663593,3.696143582860285,0.00505355777080799,0.01831213620026449
122.0,1.6270746750090521,6.007230974262637,3.692411055241257,0.005505522958310504,0.019980811470893
123.0,1.6980782971136539,6.265238312189747,3.687539651200372,0.005977211374175408,0.021721155446501265
124.0,1.7953314106276834,6.618473888151572,3.686668849094794,0.006475914543794209,0.023559620415432258
125.0,1.8927498960290596,6.971692281127834,3.6838988820980605,0.007001678403802281,0.025496201604634432
126.0,1.9753086616807303,7.2703466114071595,3.681183181837776,0.007550375254269151,0.02751574233002531
127.0,2.057422516459778,7.5669259588083735,3.6777106853420176,0.00812188150884131,0.02961766620747208
128.0,2.1412526202879363,7.869282309295409,3.6752450966242236,0.008716673903365738,0.03180357796005414
129.0,2.264248353872754,8.312878516010084,3.671161729010194,0.009345631779441503,0.03411271088116805
130.0,2.3153575307708127,8.495831284065256,3.6677648612703058,0.00998878664910006,0.036472664015630624
131.0,2.366363609876646,8.678224258326527,3.6677899100235325,0.010646109874065795,0.03888328186516577
132.0,2.416692005780496,8.857983298618215,3.666076370089795,0.011317413209004822,0.04134383278144861
133.0,2.427615492535789,8.895430604975067,3.664931650498798,0.011991750845820317,0.04381478572727502
134.0,2.2807999295158727,8.363542724951536,3.6674374295297234,0.01262530638179695,0.046137992039761565
135.0,2.298428377259772,8.425701450056383,3.6656569835135375,0.013263758708813553,0.048478464664777225
136.0,2.315333858037433,8.485236512364416,3.66367149687469,0.01390690700271284,0.050835474807100677
137.0,2.282472327004008,8.365108965628318,3.664783427900177,0.014540927093547287,0.05315911618644187
138.0,2.288310994261444,8.384805790752857,3.664918500572211,0.015176569036397688,0.05548822890609544
139.0,2.2946514072891784,8.406338786934892,3.663458908655721,0.015813972205089125,0.05782332301357736
140.0,2.300987620499872,8.42787164004238,3.6624618243447085,0.01645313543300576,0.06016439846914469
141.0,2.307437557734326,8.449823993174729,3.660617928262375,0.017094090310154183,0.06251157180058212
142.0,2.3267356069722958,8.518124387435837,3.661357757751037,0.017740405756535373,0.06487771746375874
143.0,2.345415239319673,8.584160686243614,3.6606754073039447,0.01839190998967973,0.06726220654327085
144.0,2.2850622312943383,8.365242280997935,3.6601013370186886,0.0190266494983726,0.06958588495465917
145.0,2.2848363301694565,8.363272825665415,3.660705330855683,0.019661326256753004,0.07190901629512178
146.0,2.285148500795011,8.36327283824961,3.659081116298432,0.020296089729196064,0.07423214763908001
147.0,2.286431119669426,8.366792113195284,3.659687971773091,0.020931209484659794,0.07655625655941203
148.0,2.291987134278535,8.385727810460333,3.65810503242957,0.02156787257751494,0.078885625395651
149.0,2.3035649768657898,8.426369678172303,3.657863462936586,0.022207751737755438,0.08122628363958775
150.0,2.3154022052855887,8.467934041599781,3.6567834896307807,0.022850919017001436,0.08357848754003214
151.0,2.3272435129627382,8.509500111012335,3.6564675932788506,0.023497375548379974,0.08594223757086891
152.0,2.3392947156996033,8.551808056561343,3.65583656693314,0.02414717963607431,0.08831773980880261
153.0,2.358113471280294,8.618463468706302,3.6539555712229186,0.02480221115587439,0.09071175743899881
154.0,2.3771510582750053,8.685867009350472,3.6546050192231956,0.025462530894284116,0.09312449827492951
155.0,2.396200203441359,8.753276056888538,3.6507570876392297,0.026128142061906712,0.09555596384628742
156.0,2.4134977246062346,8.814347972481377,3.6533086802449755,0.026798558096519553,0.09800439383864336
157.0,2.4258173746008334,8.857495931725355,3.650218474709664,0.027472396256130897,0.10046480937523374
158.0,2.436275778217728,8.893944662812032,3.6511993034784926,0.028149139527858046,0.10293534955934819
159.0,2.446789962883132,8.930588422128794,3.652285945167523,0.028828803406436693,0.10541606856549507
160.0,2.457307022028318,8.967236341297761,3.6501376058215023,0.02951138869033345,0.10790696754918888
161.0,2.467825248103361,9.003881494681334,3.648446605824982,0.030196895703695496,0.11040804574215592
162.0,2.4783445164595923,9.04052219008324,3.647146166921446,0.03088532473604538,0.11291930190606793
163.0,2.4888654529001677,9.077161755771291,3.64761649891016,0.03157667625073987,0.11544073572711551
164.0,2.4963468650148823,9.10288222975091,3.646141552754488,0.03227010593546623,0.11796931412426853
165.0,2.291382429764596,8.365372857434911,3.650679682037317,0.03290660105484528,0.12029302880688934
166.0,2.2915304963918706,8.365200844393172,3.6501360901738957,0.03354313730384303,0.12261669570810967
167.0,2.2964658218943224,8.382240635906022,3.6502487637912733,0.03418104447659145,0.12494509588475022
168.0,2.291407911908968,8.363338286199397,3.6510665436535095,0.03481754667434394,0.1272682454086945
169.0,2.2910891340314734,8.361487721328036,3.6501075627908453,0.03545396032268601,0.12959088088684118
170.0,1.9515868633963616,7.137811674480979,3.6584679086004237,0.03599606778474056,0.1315736063519748
171.0,1.77271936070825,6.491384414074767,3.662297882193981,0.03648848982938173,0.13337676868921777
172.0,1.7843489494009286,6.5334721950147205,3.660927269677118,0.036984142315326436,0.1351916220767219
173.0,1.7962590356217565,6.576519200348322,3.6608585100111806,0.0374831031585547,0.13701843296570754
174.0,1.8081836452291684,6.61956638441561,3.662102892439112,0.037985376393340584,0.13885720140582297
175.0,1.820118844781281,6.662615153129407,3.65982787609902,0.03849096496133538,0.1407079278372478
176.0,1.8324701711723288,6.707129412709418,3.658693131996731,0.038999984453327696,0.14257101934077823
177.0,1.8576103042565204,6.797817980576378,3.661266339729362,0.03951598731562118,0.14445930211316055
178.0,1.8831735440429884,6.889948191129342,3.6579291850388085,0.04003909107785534,0.14637317661069646
179.0,1.9094268052817809,6.984494594228765,3.6596480104051934,0.040569487412655834,0.14831331399798223
180.0,1.942396552876167,7.103213778858277,3.6555694217811316,0.041109042010677,0.15028642893655397
181.0,1.9916919373581619,7.280713595233066,3.6554061055594422,0.04166228977105426,0.15230884937967426
182.0,2.0417588043147212,7.460789965975927,3.6521923672041465,0.04222944499447502,0.15438129103688977
183.0,2.09336326139052,7.646214933507486,3.652805842601679,0.04281093478930572,0.15650523962953075
184.0,2.150439999387801,7.851159187919835,3.651934874554922,0.04340827923358011,0.1586861171817307
185.0,2.2014165821614333,8.033933846777058,3.6493820490408773,0.044019783839736065,0.1609177654725021
186.0,2.2717855464230743,8.286211703324113,3.647704910630036,0.04465083538040914,0.16321949094564767
187.0,2.342497001461674,8.539366823971065,3.6452560700912535,0.04530152899192627,0.16559153728563963
188.0,2.40139038450588,8.749819204532184,3.6437099149728494,0.04596858187651124,0.1680220426202319
189.0,2.4734141941473093,9.007102552892112,3.640944600382217,0.04665564137488549,0.1705240155515908
190.0,2.5176034171428614,9.164338054982101,3.638925552338678,0.04735497565742517,0.17306966501130805
191.0,2.5620931837166454,9.32250435078026,3.637194359175087,0.04806666820845757,0.17565924955319145
192.0,2.6208903754778117,9.531716167716489,3.6384661600342416,0.048794693312756966,0.17830694848866827
193.0,2.664306618234198,9.685694811369565,3.6361914081887186,0.04953477848448869,0.18099741926960425
194.0,2.725745247508163,9.903926808115264,3.632987734923506,0.050291929942129845,0.18374851004963624
195.0,2.765060522149559,10.04290926594643,3.632702906167076,0.051060002309393615,0.18653820706795468
196.0,2.640450667080603,9.596249629798558,3.6344753083619517,0.05179346082802712,0.18920383196512094
197.0,2.64508939666364,9.611679913828938,3.6334928361965604,0.05252820788265591,0.19187374305229565
198.0,2.651430754798618,9.633212709267049,3.6322423519410214,0.05326471642565552,0.1945496354715365
199.0,2.6577696923920118,9.65474527514183,3.633789244287637,0.054002985784653304,0.19723150915907592
200.0,2.6641066534108653,9.676278167743813,3.6321081424427426,0.05474301541060077,0.1999193642056714
